domain,target,rank,feature,mutual_info,tree_accuracy,tree_macro_f1,tree_rule
ETP,combined,2,variable_count,0.15107193350993242,0.5444444444444444,0.2463002114164905,"|--- variable_count <= 6.50
|   |--- variable_count <= 3.50
|   |   |--- variable_count <= 2.50
|   |   |   |--- class: 0|0|1
|   |   |--- variable_count >  2.50
|   |   |   |--- class: 0|0|1
|   |--- variable_count >  3.50
|   |   |--- variable_count <= 4.50
|   |   |   |--- class: 0|0|1
|   |   |--- variable_count >  4.50
|   |   |   |--- class: 0|0|1
|--- variable_count >  6.50
|   |--- variable_count <= 7.50
|   |   |--- class: 1|0|0
|   |--- variable_count >  7.50
|   |   |--- class: 0|0|1
"
ETP,combined,3,idempotence_indicator,0.13580675925029384,0.6111111111111112,0.1896551724137931,"|--- idempotence_indicator <= 0.50
|   |--- class: 0|0|1
|--- idempotence_indicator >  0.50
|   |--- class: 0|0|1
"
ETP,combined,4,depth,0.11875813858122708,0.6111111111111112,0.1896551724137931,"|--- depth <= 5.50
|   |--- depth <= 1.50
|   |   |--- class: 0|0|1
|   |--- depth >  1.50
|   |   |--- depth <= 3.50
|   |   |   |--- class: 0|0|1
|   |   |--- depth >  3.50
|   |   |   |--- class: 0|0|1
|--- depth >  5.50
|   |--- depth <= 6.50
|   |   |--- class: 0|0|1
|   |--- depth >  6.50
|   |   |--- class: 0|0|1
"
ETP,combined,5,symmetry,0.053498981412521296,0.5777777777777777,0.2370229007633588,"|--- symmetry <= 0.78
|   |--- symmetry <= 0.02
|   |   |--- class: 1|0|0
|   |--- symmetry >  0.02
|   |   |--- symmetry <= 0.74
|   |   |   |--- class: 0|0|1
|   |   |--- symmetry >  0.74
|   |   |   |--- class: 0|0|1
|--- symmetry >  0.78
|   |--- symmetry <= 0.94
|   |   |--- symmetry <= 0.80
|   |   |   |--- class: 1|1|0
|   |   |--- symmetry >  0.80
|   |   |   |--- class: 1|0|0
|   |--- symmetry >  0.94
|   |   |--- symmetry <= 0.97
|   |   |   |--- class: 0|0|1
|   |   |--- symmetry >  0.97
|   |   |   |--- class: 0|0|1
"
ETP,combined,6,affine_indicator,0.047395305626467765,0.6111111111111112,0.1896551724137931,"|--- affine_indicator <= 0.50
|   |--- class: 0|0|1
|--- affine_indicator >  0.50
|   |--- class: 0|0|1
"
ETP,combined,7,diagonal_indicator,0.029996760859683613,0.6111111111111112,0.1896551724137931,"|--- diagonal_indicator <= 0.50
|   |--- class: 0|0|1
|--- diagonal_indicator >  0.50
|   |--- class: 0|0|1
"
ETP,combined,8,repeated_variables,0.028305030887253668,0.6111111111111112,0.1896551724137931,"|--- repeated_variables <= 0.50
|   |--- class: 0|0|1
|--- repeated_variables >  0.50
|   |--- repeated_variables <= 2.50
|   |   |--- repeated_variables <= 1.50
|   |   |   |--- class: 0|0|1
|   |   |--- repeated_variables >  1.50
|   |   |   |--- class: 0|0|1
|   |--- repeated_variables >  2.50
|   |   |--- repeated_variables <= 3.50
|   |   |   |--- class: 0|0|1
|   |   |--- repeated_variables >  3.50
|   |   |   |--- class: 0|0|1
"
ARC,task_family,1,symmetry,0.47482359754209535,0.6222222222222222,0.3906432748538011,"|--- symmetry <= 0.72
|   |--- symmetry <= 0.26
|   |   |--- symmetry <= 0.24
|   |   |   |--- class: topology_count
|   |   |--- symmetry >  0.24
|   |   |   |--- class: topology_count
|   |--- symmetry >  0.26
|   |   |--- symmetry <= 0.28
|   |   |   |--- class: object_move
|   |   |--- symmetry >  0.28
|   |   |   |--- class: topology_count
|--- symmetry >  0.72
|   |--- symmetry <= 0.78
|   |   |--- symmetry <= 0.77
|   |   |   |--- class: symmetry_fill
|   |   |--- symmetry >  0.77
|   |   |   |--- class: recolor
|   |--- symmetry >  0.78
|   |   |--- class: symmetry_fill
"
ARC,task_family,2,hole_count,0.17516098441079553,0.4666666666666667,0.2913393558523174,"|--- hole_count <= 1.50
|   |--- hole_count <= 0.50
|   |   |--- class: object_move
|   |--- hole_count >  0.50
|   |   |--- class: object_move
|--- hole_count >  1.50
|   |--- hole_count <= 2.50
|   |   |--- class: topology_count
|   |--- hole_count >  2.50
|   |   |--- class: topology_count
"
ARC,task_family,3,object_count,0.12186591793272772,0.43333333333333335,0.34285714285714286,"|--- object_count <= 5.50
|   |--- object_count <= 1.50
|   |   |--- class: object_move
|   |--- object_count >  1.50
|   |   |--- object_count <= 3.50
|   |   |   |--- class: symmetry_fill
|   |   |--- object_count >  3.50
|   |   |   |--- class: symmetry_fill
|--- object_count >  5.50
|   |--- object_count <= 7.50
|   |   |--- object_count <= 6.50
|   |   |   |--- class: topology_count
|   |   |--- object_count >  6.50
|   |   |   |--- class: topology_count
|   |--- object_count >  7.50
|   |   |--- class: topology_count
"
ARC,task_family,4,connected_components,0.06866576864361296,0.4111111111111111,0.2721454173067076,"|--- connected_components <= 6.50
|   |--- connected_components <= 2.50
|   |   |--- connected_components <= 1.50
|   |   |   |--- class: topology_count
|   |   |--- connected_components >  1.50
|   |   |   |--- class: object_move
|   |--- connected_components >  2.50
|   |   |--- connected_components <= 4.50
|   |   |   |--- class: symmetry_fill
|   |   |--- connected_components >  4.50
|   |   |   |--- class: topology_count
|--- connected_components >  6.50
|   |--- connected_components <= 8.50
|   |   |--- connected_components <= 7.50
|   |   |   |--- class: topology_count
|   |   |--- connected_components >  7.50
|   |   |   |--- class: topology_count
|   |--- connected_components >  8.50
|   |   |--- class: topology_count
"
ARC,task_family,5,colors,0.043354992171919626,0.34444444444444444,0.1828774062816616,"|--- colors <= 6.50
|   |--- colors <= 2.50
|   |   |--- class: topology_count
|   |--- colors >  2.50
|   |   |--- colors <= 3.50
|   |   |   |--- class: symmetry_fill
|   |   |--- colors >  3.50
|   |   |   |--- class: topology_count
|--- colors >  6.50
|   |--- class: topology_count
"
ARC,task_family,6,translation_detected,0.019363017078684486,0.4,0.14285714285714285,"|--- translation_detected <= 0.50
|   |--- class: topology_count
|--- translation_detected >  0.50
|   |--- class: topology_count
"
ARC,task_family,7,rotation_detected,0.0,0.4,0.14285714285714285,"|--- rotation_detected <= 0.50
|   |--- class: topology_count
|--- rotation_detected >  0.50
|   |--- class: topology_count
"
ARC,successful_solver,1,symmetry,0.6178886119956863,0.7222222222222222,0.4381188118811881,"|--- symmetry <= 0.72
|   |--- symmetry <= 0.71
|   |   |--- symmetry <= 0.62
|   |   |   |--- class: component_solver
|   |   |--- symmetry >  0.62
|   |   |   |--- class: component_solver
|   |--- symmetry >  0.71
|   |   |--- class: transform_solver
|--- symmetry >  0.72
|   |--- class: mirror_solver
"
ARC,successful_solver,2,hole_count,0.24761879305699952,0.4777777777777778,0.3384300788296637,"|--- hole_count <= 1.50
|   |--- hole_count <= 0.50
|   |   |--- class: transform_solver
|   |--- hole_count >  0.50
|   |   |--- class: mirror_solver
|--- hole_count >  1.50
|   |--- hole_count <= 2.50
|   |   |--- class: component_solver
|   |--- hole_count >  2.50
|   |   |--- class: component_solver
"
ARC,successful_solver,3,object_count,0.18662914887956772,0.36666666666666664,0.31078904991948464,"|--- object_count <= 4.50
|   |--- object_count <= 1.50
|   |   |--- class: transform_solver
|   |--- object_count >  1.50
|   |   |--- object_count <= 3.50
|   |   |   |--- class: mirror_solver
|   |   |--- object_count >  3.50
|   |   |   |--- class: palette_solver
|--- object_count >  4.50
|   |--- object_count <= 7.50
|   |   |--- object_count <= 5.50
|   |   |   |--- class: component_solver
|   |   |--- object_count >  5.50
|   |   |   |--- class: component_solver
|   |--- object_count >  7.50
|   |   |--- class: component_solver
"
ARC,successful_solver,4,connected_components,0.1142242015649102,0.36666666666666664,0.2567901234567901,"|--- connected_components <= 4.50
|   |--- connected_components <= 2.50
|   |   |--- connected_components <= 1.50
|   |   |   |--- class: transform_solver
|   |   |--- connected_components >  1.50
|   |   |   |--- class: transform_solver
|   |--- connected_components >  2.50
|   |   |--- connected_components <= 3.50
|   |   |   |--- class: mirror_solver
|   |   |--- connected_components >  3.50
|   |   |   |--- class: mirror_solver
|--- connected_components >  4.50
|   |--- connected_components <= 6.50
|   |   |--- connected_components <= 5.50
|   |   |   |--- class: component_solver
|   |   |--- connected_components >  5.50
|   |   |   |--- class: component_solver
|   |--- connected_components >  6.50
|   |   |--- connected_components <= 7.50
|   |   |   |--- class: component_solver
|   |   |--- connected_components >  7.50
|   |   |   |--- class: component_solver
"
ARC,successful_solver,5,translation_detected,0.02410979122636059,0.4222222222222222,0.1484375,"|--- translation_detected <= 0.50
|   |--- class: component_solver
|--- translation_detected >  0.50
|   |--- class: component_solver
"
ARC,successful_solver,6,colors,0.018893140046513324,0.4111111111111111,0.20816029900332228,"|--- colors <= 3.50
|   |--- colors <= 2.50
|   |   |--- class: component_solver
|   |--- colors >  2.50
|   |   |--- class: mirror_solver
|--- colors >  3.50
|   |--- colors <= 5.50
|   |   |--- colors <= 4.50
|   |   |   |--- class: component_solver
|   |   |--- colors >  4.50
|   |   |   |--- class: component_solver
|   |--- colors >  5.50
|   |   |--- colors <= 6.50
|   |   |   |--- class: component_solver
|   |   |--- colors >  6.50
|   |   |   |--- class: component_solver
"
ARC,successful_solver,7,rotation_detected,0.0,0.4222222222222222,0.1484375,"|--- rotation_detected <= 0.50
|   |--- class: component_solver
|--- rotation_detected >  0.50
|   |--- class: component_solver
"
ARC,combined,1,symmetry,0.6008845573734036,0.7222222222222222,0.18996145466733705,"|--- symmetry <= 0.72
|   |--- symmetry <= 0.71
|   |   |--- symmetry <= 0.02
|   |   |   |--- class: topology_count|component_solver
|   |   |--- symmetry >  0.02
|   |   |   |--- class: topology_count|component_solver
|   |--- symmetry >  0.71
|   |   |--- class: object_move|transform_solver
|--- symmetry >  0.72
|   |--- symmetry <= 0.76
|   |   |--- symmetry <= 0.75
|   |   |   |--- class: symmetry_fill|mirror_solver
|   |   |--- symmetry >  0.75
|   |   |   |--- class: object_move|mirror_solver
|   |--- symmetry >  0.76
|   |   |--- symmetry <= 0.88
|   |   |   |--- class: symmetry_fill|mirror_solver
|   |   |--- symmetry >  0.88
|   |   |   |--- class: symmetry_fill|mirror_solver
"
ARC,combined,2,hole_count,0.2722033033588698,0.4666666666666667,0.13558467741935484,"|--- hole_count <= 1.50
|   |--- hole_count <= 0.50
|   |   |--- class: object_move|transform_solver
|   |--- hole_count >  0.50
|   |   |--- class: object_move|transform_solver
|--- hole_count >  1.50
|   |--- hole_count <= 2.50
|   |   |--- class: topology_count|component_solver
|   |--- hole_count >  2.50
|   |   |--- class: topology_count|component_solver
"
ARC,combined,3,object_count,0.16919397054427554,0.35555555555555557,0.11207677411294353,"|--- object_count <= 4.50
|   |--- object_count <= 1.50
|   |   |--- class: object_move|transform_solver
|   |--- object_count >  1.50
|   |   |--- object_count <= 2.50
|   |   |   |--- class: symmetry_fill|mirror_solver
|   |   |--- object_count >  2.50
|   |   |   |--- class: object_move|transform_solver
|--- object_count >  4.50
|   |--- object_count <= 7.50
|   |   |--- object_count <= 6.50
|   |   |   |--- class: topology_count|component_solver
|   |   |--- object_count >  6.50
|   |   |   |--- class: topology_count|component_solver
|   |--- object_count >  7.50
|   |   |--- class: topology_count|component_solver
"
ARC,combined,4,connected_components,0.10810306824342764,0.4666666666666667,0.1625732540207094,"|--- connected_components <= 6.50
|   |--- connected_components <= 2.50
|   |   |--- connected_components <= 1.50
|   |   |   |--- class: object_move|transform_solver
|   |   |--- connected_components >  1.50
|   |   |   |--- class: object_move|transform_solver
|   |--- connected_components >  2.50
|   |   |--- connected_components <= 4.50
|   |   |   |--- class: symmetry_fill|mirror_solver
|   |   |--- connected_components >  4.50
|   |   |   |--- class: topology_count|component_solver
|--- connected_components >  6.50
|   |--- connected_components <= 7.50
|   |   |--- class: topology_count|component_solver
|   |--- connected_components >  7.50
|   |   |--- connected_components <= 8.50
|   |   |   |--- class: topology_count|component_solver
|   |   |--- connected_components >  8.50
|   |   |   |--- class: topology_count|component_solver
"
ARC,combined,5,colors,0.05882978774642211,0.24444444444444444,0.07977717048560017,"|--- colors <= 5.50
|   |--- colors <= 2.50
|   |   |--- class: object_move|transform_solver
|   |--- colors >  2.50
|   |   |--- colors <= 3.50
|   |   |   |--- class: symmetry_fill|mirror_solver
|   |   |--- colors >  3.50
|   |   |   |--- class: symmetry_fill|mirror_solver
|--- colors >  5.50
|   |--- colors <= 6.50
|   |   |--- class: topology_count|component_solver
|   |--- colors >  6.50
|   |   |--- class: topology_count|component_solver
"
ARC,combined,6,translation_detected,0.025602252648076362,0.4666666666666667,0.07954545454545454,"|--- translation_detected <= 0.50
|   |--- class: topology_count|component_solver
|--- translation_detected >  0.50
|   |--- class: topology_count|component_solver
"
ARC,combined,7,rotation_detected,0.0054081196633619655,0.4666666666666667,0.07954545454545454,"|--- rotation_detected <= 0.50
|   |--- class: topology_count|component_solver
|--- rotation_detected >  0.50
|   |--- class: topology_count|component_solver
"
MAZE,best_representation,1,graph_nodes,0.5082524200560314,0.4666666666666667,0.4190076824583867,"|--- graph_nodes <= 376.50
|   |--- graph_nodes <= 44.00
|   |   |--- graph_nodes <= 34.50
|   |   |   |--- class: skeleton_graph
|   |   |--- graph_nodes >  34.50
|   |   |   |--- class: skeleton_graph
|   |--- graph_nodes >  44.00
|   |   |--- graph_nodes <= 165.00
|   |   |   |--- class: graph
|   |   |--- graph_nodes >  165.00
|   |   |   |--- class: graph
|--- graph_nodes >  376.50
|   |--- graph_nodes <= 791.50
|   |   |--- graph_nodes <= 705.50
|   |   |   |--- class: raw_grid
|   |   |--- graph_nodes >  705.50
|   |   |   |--- class: skeleton_graph
|   |--- graph_nodes >  791.50
|   |   |--- graph_nodes <= 817.50
|   |   |   |--- class: distance_field
|   |   |--- graph_nodes >  817.50
|   |   |   |--- class: distance_field
"
MAZE,best_representation,2,wall_density,0.4787936237842876,0.6222222222222222,0.3961827646038172,"|--- wall_density <= 0.44
|   |--- wall_density <= 0.41
|   |   |--- wall_density <= 0.24
|   |   |   |--- class: graph
|   |   |--- wall_density >  0.24
|   |   |   |--- class: graph
|   |--- wall_density >  0.41
|   |   |--- wall_density <= 0.42
|   |   |   |--- class: raw_grid
|   |   |--- wall_density >  0.42
|   |   |   |--- class: graph
|--- wall_density >  0.44
|   |--- class: skeleton_graph
"
MAZE,best_representation,3,grid_size,0.40919604462625037,0.45555555555555555,0.3739673485444532,"|--- grid_size <= 23.50
|   |--- grid_size <= 14.50
|   |   |--- grid_size <= 13.50
|   |   |   |--- class: graph
|   |   |--- grid_size >  13.50
|   |   |   |--- class: skeleton_graph
|   |--- grid_size >  14.50
|   |   |--- grid_size <= 21.50
|   |   |   |--- class: graph
|   |   |--- grid_size >  21.50
|   |   |   |--- class: graph
|--- grid_size >  23.50
|   |--- grid_size <= 37.50
|   |   |--- grid_size <= 33.50
|   |   |   |--- class: raw_grid
|   |   |--- grid_size >  33.50
|   |   |   |--- class: distance_field
|   |--- grid_size >  37.50
|   |   |--- grid_size <= 38.50
|   |   |   |--- class: skeleton_graph
|   |   |--- grid_size >  38.50
|   |   |   |--- class: skeleton_graph
"
MAZE,best_representation,4,skeleton_nodes,0.40013740627390093,0.4888888888888889,0.3715406162464986,"|--- skeleton_nodes <= 84.50
|   |--- skeleton_nodes <= 62.50
|   |   |--- skeleton_nodes <= 25.50
|   |   |   |--- class: graph
|   |   |--- skeleton_nodes >  25.50
|   |   |   |--- class: graph
|   |--- skeleton_nodes >  62.50
|   |   |--- skeleton_nodes <= 81.50
|   |   |   |--- class: skeleton_graph
|   |   |--- skeleton_nodes >  81.50
|   |   |   |--- class: graph
|--- skeleton_nodes >  84.50
|   |--- skeleton_nodes <= 180.50
|   |   |--- skeleton_nodes <= 154.50
|   |   |   |--- class: raw_grid
|   |   |--- skeleton_nodes >  154.50
|   |   |   |--- class: distance_field
|   |--- skeleton_nodes >  180.50
|   |   |--- skeleton_nodes <= 310.00
|   |   |   |--- class: raw_grid
|   |   |--- skeleton_nodes >  310.00
|   |   |   |--- class: raw_grid
"
MAZE,best_representation,5,corridor_width,0.27098349547919476,0.3,0.29969581650616134,"|--- corridor_width <= 2.50
|   |--- corridor_width <= 1.50
|   |   |--- class: graph
|   |--- corridor_width >  1.50
|   |   |--- class: raw_grid
|--- corridor_width >  2.50
|   |--- corridor_width <= 3.50
|   |   |--- class: skeleton_graph
|   |--- corridor_width >  3.50
|   |   |--- class: distance_field
"
MAZE,best_representation,6,distance_entropy,0.24766031991463455,0.4777777777777778,0.29494882064975525,"|--- distance_entropy <= 1.24
|   |--- distance_entropy <= 0.66
|   |   |--- distance_entropy <= 0.64
|   |   |   |--- class: graph
|   |   |--- distance_entropy >  0.64
|   |   |   |--- class: graph
|   |--- distance_entropy >  0.66
|   |   |--- distance_entropy <= 0.69
|   |   |   |--- class: skeleton_graph
|   |   |--- distance_entropy >  0.69
|   |   |   |--- class: graph
|--- distance_entropy >  1.24
|   |--- class: skeleton_graph
"
MAZE,best_representation,7,branch_factor,0.03239384208702356,0.34444444444444444,0.20692883895131087,"|--- branch_factor <= 2.78
|   |--- branch_factor <= 1.22
|   |   |--- branch_factor <= 1.17
|   |   |   |--- class: distance_field
|   |   |--- branch_factor >  1.17
|   |   |   |--- class: raw_grid
|   |--- branch_factor >  1.22
|   |   |--- branch_factor <= 1.29
|   |   |   |--- class: graph
|   |   |--- branch_factor >  1.29
|   |   |   |--- class: graph
|--- branch_factor >  2.78
|   |--- branch_factor <= 3.59
|   |   |--- branch_factor <= 3.34
|   |   |   |--- class: skeleton_graph
|   |   |--- branch_factor >  3.34
|   |   |   |--- class: skeleton_graph
|   |--- branch_factor >  3.59
|   |   |--- branch_factor <= 3.71
|   |   |   |--- class: graph
|   |   |--- branch_factor >  3.71
|   |   |   |--- class: graph
"
MAZE,combined,1,graph_nodes,0.5082524200560314,0.4666666666666667,0.4190076824583867,"|--- graph_nodes <= 376.50
|   |--- graph_nodes <= 44.00
|   |   |--- graph_nodes <= 34.50
|   |   |   |--- class: skeleton_graph
|   |   |--- graph_nodes >  34.50
|   |   |   |--- class: skeleton_graph
|   |--- graph_nodes >  44.00
|   |   |--- graph_nodes <= 165.00
|   |   |   |--- class: graph
|   |   |--- graph_nodes >  165.00
|   |   |   |--- class: graph
|--- graph_nodes >  376.50
|   |--- graph_nodes <= 791.50
|   |   |--- graph_nodes <= 705.50
|   |   |   |--- class: raw_grid
|   |   |--- graph_nodes >  705.50
|   |   |   |--- class: skeleton_graph
|   |--- graph_nodes >  791.50
|   |   |--- graph_nodes <= 817.50
|   |   |   |--- class: distance_field
|   |   |--- graph_nodes >  817.50
|   |   |   |--- class: distance_field
"
MAZE,combined,2,wall_density,0.4787936237842876,0.6222222222222222,0.3961827646038172,"|--- wall_density <= 0.44
|   |--- wall_density <= 0.41
|   |   |--- wall_density <= 0.24
|   |   |   |--- class: graph
|   |   |--- wall_density >  0.24
|   |   |   |--- class: graph
|   |--- wall_density >  0.41
|   |   |--- wall_density <= 0.42
|   |   |   |--- class: raw_grid
|   |   |--- wall_density >  0.42
|   |   |   |--- class: graph
|--- wall_density >  0.44
|   |--- class: skeleton_graph
"
MAZE,combined,3,grid_size,0.40919604462625037,0.45555555555555555,0.3739673485444532,"|--- grid_size <= 23.50
|   |--- grid_size <= 14.50
|   |   |--- grid_size <= 13.50
|   |   |   |--- class: graph
|   |   |--- grid_size >  13.50
|   |   |   |--- class: skeleton_graph
|   |--- grid_size >  14.50
|   |   |--- grid_size <= 21.50
|   |   |   |--- class: graph
|   |   |--- grid_size >  21.50
|   |   |   |--- class: graph
|--- grid_size >  23.50
|   |--- grid_size <= 37.50
|   |   |--- grid_size <= 33.50
|   |   |   |--- class: raw_grid
|   |   |--- grid_size >  33.50
|   |   |   |--- class: distance_field
|   |--- grid_size >  37.50
|   |   |--- grid_size <= 38.50
|   |   |   |--- class: skeleton_graph
|   |   |--- grid_size >  38.50
|   |   |   |--- class: skeleton_graph
"
MAZE,combined,4,skeleton_nodes,0.40013740627390093,0.4888888888888889,0.3715406162464986,"|--- skeleton_nodes <= 84.50
|   |--- skeleton_nodes <= 62.50
|   |   |--- skeleton_nodes <= 25.50
|   |   |   |--- class: graph
|   |   |--- skeleton_nodes >  25.50
|   |   |   |--- class: graph
|   |--- skeleton_nodes >  62.50
|   |   |--- skeleton_nodes <= 81.50
|   |   |   |--- class: skeleton_graph
|   |   |--- skeleton_nodes >  81.50
|   |   |   |--- class: graph
|--- skeleton_nodes >  84.50
|   |--- skeleton_nodes <= 180.50
|   |   |--- skeleton_nodes <= 154.50
|   |   |   |--- class: raw_grid
|   |   |--- skeleton_nodes >  154.50
|   |   |   |--- class: distance_field
|   |--- skeleton_nodes >  180.50
|   |   |--- skeleton_nodes <= 310.00
|   |   |   |--- class: raw_grid
|   |   |--- skeleton_nodes >  310.00
|   |   |   |--- class: raw_grid
"
MAZE,combined,5,corridor_width,0.27098349547919476,0.3,0.29969581650616134,"|--- corridor_width <= 2.50
|   |--- corridor_width <= 1.50
|   |   |--- class: graph
|   |--- corridor_width >  1.50
|   |   |--- class: raw_grid
|--- corridor_width >  2.50
|   |--- corridor_width <= 3.50
|   |   |--- class: skeleton_graph
|   |--- corridor_width >  3.50
|   |   |--- class: distance_field
"
MAZE,combined,6,distance_entropy,0.24766031991463455,0.4777777777777778,0.29494882064975525,"|--- distance_entropy <= 1.24
|   |--- distance_entropy <= 0.66
|   |   |--- distance_entropy <= 0.64
|   |   |   |--- class: graph
|   |   |--- distance_entropy >  0.64
|   |   |   |--- class: graph
|   |--- distance_entropy >  0.66
|   |   |--- distance_entropy <= 0.69
|   |   |   |--- class: skeleton_graph
|   |   |--- distance_entropy >  0.69
|   |   |   |--- class: graph
|--- distance_entropy >  1.24
|   |--- class: skeleton_graph
"
MAZE,combined,7,branch_factor,0.03239384208702356,0.34444444444444444,0.20692883895131087,"|--- branch_factor <= 2.78
|   |--- branch_factor <= 1.22
|   |   |--- branch_factor <= 1.17
|   |   |   |--- class: distance_field
|   |   |--- branch_factor >  1.17
|   |   |   |--- class: raw_grid
|   |--- branch_factor >  1.22
|   |   |--- branch_factor <= 1.29
|   |   |   |--- class: graph
|   |   |--- branch_factor >  1.29
|   |   |   |--- class: graph
|--- branch_factor >  2.78
|   |--- branch_factor <= 3.59
|   |   |--- branch_factor <= 3.34
|   |   |   |--- class: skeleton_graph
|   |   |--- branch_factor >  3.34
|   |   |   |--- class: skeleton_graph
|   |--- branch_factor >  3.59
|   |   |--- branch_factor <= 3.71
|   |   |   |--- class: graph
|   |   |--- branch_factor >  3.71
|   |   |   |--- class: graph
"
CA,wolfram_class,1,transition_count,0.728498755296288,0.8701298701298701,0.47685185185185186,"|--- transition_count <= 5.00
|   |--- transition_count <= 3.00
|   |   |--- class: complex
|   |--- transition_count >  3.00
|   |   |--- class: complex
|--- transition_count >  5.00
|   |--- class: chaotic
"
CA,wolfram_class,2,local_entropy,0.30565453924951935,0.7142857142857143,0.39338235294117646,"|--- local_entropy <= 0.68
|   |--- class: periodic
|--- local_entropy >  0.68
|   |--- local_entropy <= 0.88
|   |   |--- class: complex
|   |--- local_entropy >  0.88
|   |   |--- local_entropy <= 0.98
|   |   |   |--- class: complex
|   |   |--- local_entropy >  0.98
|   |   |   |--- class: complex
"
CA,wolfram_class,3,rule_density,0.26657009678113663,0.7142857142857143,0.39338235294117646,"|--- rule_density <= 0.19
|   |--- class: periodic
|--- rule_density >  0.19
|   |--- rule_density <= 0.81
|   |   |--- rule_density <= 0.69
|   |   |   |--- class: complex
|   |   |--- rule_density >  0.69
|   |   |   |--- class: complex
|   |--- rule_density >  0.81
|   |   |--- class: periodic
"
CA,wolfram_class,4,rule,0.2502449627938801,0.6363636363636364,0.2589922039682805,"|--- rule <= 40.50
|   |--- rule <= 4.00
|   |   |--- class: periodic
|   |--- rule >  4.00
|   |   |--- rule <= 33.00
|   |   |   |--- class: complex
|   |   |--- rule >  33.00
|   |   |   |--- class: complex
|--- rule >  40.50
|   |--- rule <= 218.50
|   |   |--- rule <= 43.50
|   |   |   |--- class: chaotic
|   |   |--- rule >  43.50
|   |   |   |--- class: complex
|   |--- rule >  218.50
|   |   |--- rule <= 251.50
|   |   |   |--- class: complex
|   |   |--- rule >  251.50
|   |   |   |--- class: periodic
"
CA,wolfram_class,5,mirror_asymmetry,0.16848485582218342,0.6233766233766234,0.2557773109243697,"|--- mirror_asymmetry <= 3.00
|   |--- mirror_asymmetry <= 1.00
|   |   |--- class: periodic
|   |--- mirror_asymmetry >  1.00
|   |   |--- class: complex
|--- mirror_asymmetry >  3.00
|   |--- mirror_asymmetry <= 5.00
|   |   |--- class: complex
|   |--- mirror_asymmetry >  5.00
|   |   |--- mirror_asymmetry <= 7.00
|   |   |   |--- class: complex
|   |   |--- mirror_asymmetry >  7.00
|   |   |   |--- class: complex
"
CA,wolfram_class,6,quiescent_one,0.0519565313622794,0.6363636363636364,0.19444444444444445,"|--- quiescent_one <= 0.50
|   |--- class: complex
|--- quiescent_one >  0.50
|   |--- class: complex
"
CA,wolfram_class,7,quiescent_zero,0.04572690315111849,0.6363636363636364,0.19444444444444445,"|--- quiescent_zero <= 0.50
|   |--- class: complex
|--- quiescent_zero >  0.50
|   |--- class: complex
"
CA,combined,1,transition_count,0.728498755296288,0.8701298701298701,0.47685185185185186,"|--- transition_count <= 5.00
|   |--- transition_count <= 3.00
|   |   |--- class: complex
|   |--- transition_count >  3.00
|   |   |--- class: complex
|--- transition_count >  5.00
|   |--- class: chaotic
"
CA,combined,2,local_entropy,0.30565453924951935,0.7142857142857143,0.39338235294117646,"|--- local_entropy <= 0.68
|   |--- class: periodic
|--- local_entropy >  0.68
|   |--- local_entropy <= 0.88
|   |   |--- class: complex
|   |--- local_entropy >  0.88
|   |   |--- local_entropy <= 0.98
|   |   |   |--- class: complex
|   |   |--- local_entropy >  0.98
|   |   |   |--- class: complex
"
CA,combined,3,rule_density,0.26657009678113663,0.7142857142857143,0.39338235294117646,"|--- rule_density <= 0.19
|   |--- class: periodic
|--- rule_density >  0.19
|   |--- rule_density <= 0.81
|   |   |--- rule_density <= 0.69
|   |   |   |--- class: complex
|   |   |--- rule_density >  0.69
|   |   |   |--- class: complex
|   |--- rule_density >  0.81
|   |   |--- class: periodic
"
CA,combined,4,rule,0.2502449627938801,0.6363636363636364,0.2589922039682805,"|--- rule <= 40.50
|   |--- rule <= 4.00
|   |   |--- class: periodic
|   |--- rule >  4.00
|   |   |--- rule <= 33.00
|   |   |   |--- class: complex
|   |   |--- rule >  33.00
|   |   |   |--- class: complex
|--- rule >  40.50
|   |--- rule <= 218.50
|   |   |--- rule <= 43.50
|   |   |   |--- class: chaotic
|   |   |--- rule >  43.50
|   |   |   |--- class: complex
|   |--- rule >  218.50
|   |   |--- rule <= 251.50
|   |   |   |--- class: complex
|   |   |--- rule >  251.50
|   |   |   |--- class: periodic
"
CA,combined,5,mirror_asymmetry,0.16848485582218342,0.6233766233766234,0.2557773109243697,"|--- mirror_asymmetry <= 3.00
|   |--- mirror_asymmetry <= 1.00
|   |   |--- class: periodic
|   |--- mirror_asymmetry >  1.00
|   |   |--- class: complex
|--- mirror_asymmetry >  3.00
|   |--- mirror_asymmetry <= 5.00
|   |   |--- class: complex
|   |--- mirror_asymmetry >  5.00
|   |   |--- mirror_asymmetry <= 7.00
|   |   |   |--- class: complex
|   |   |--- mirror_asymmetry >  7.00
|   |   |   |--- class: complex
"
CA,combined,6,quiescent_one,0.0519565313622794,0.6363636363636364,0.19444444444444445,"|--- quiescent_one <= 0.50
|   |--- class: complex
|--- quiescent_one >  0.50
|   |--- class: complex
"
CA,combined,7,quiescent_zero,0.04572690315111849,0.6363636363636364,0.19444444444444445,"|--- quiescent_zero <= 0.50
|   |--- class: complex
|--- quiescent_zero >  0.50
|   |--- class: complex
"
